id,label
u1259574694296129540,bot
u1428235821115609094,bot
u896389482223722501,bot
u2328559952,bot
u2899841136,bot
u1225874727840952320,bot
u110931712,bot
u3107988794,bot
u3041574341,bot
u3227709156,bot
u1686647936,bot
u2283160130,bot
u1125021368393723906,bot
u599407882,bot
u823017371262746624,bot
u156463407,bot
u179439741,bot
u1169041375473500161,bot
u1061828544202858497,bot
u842790983179927554,bot
u1286820111488176128,bot
u286366217,bot
u823905881448452096,bot
u74112566,bot
u1364604865461288962,bot
u3234756518,bot
u4865114985,bot
u1274344486873767937,bot
u988735785192120320,bot
u103092458,bot
u360481958,bot
u2485837333,bot
u1437999701639372801,bot
u288203574,bot
u48031209,bot
u1474793192163733508,bot
u1292062397390368768,bot
u2559086222,bot
u1347947512762609671,bot
u982210411918385152,bot
u52709985,bot
u874272133,bot
u108046242,bot
u1443948711378239492,bot
u47188397,bot
u1301407963333230592,bot
u1715452825,bot
u1270259763176067072,bot
u1259844588,bot
u1167070201566957568,bot
u54732045,bot
u1492789335413837826,bot
u2310896137,bot
u1437318297939320834,bot
u956651396207693824,bot
u1332606639141109760,bot
u718571531,bot
u3244043994,bot
u472923399,bot
u1462143251906015238,bot
u1309393332460826624,bot
u454790951,bot
u4832426679,bot
u425401486,bot
u1055701239856455680,bot
u301260645,bot
u225147972,bot
u1321056220111761408,bot
u363884420,bot
u1446465592651919360,bot
u1423492854136066053,bot
u1191354656837910529,bot
u1401980912024182784,bot
u1481096364172148739,bot
u1405609349251309574,bot
u1458423423131082758,bot
u2383569666,bot
u856025838,bot
u3226122551,bot
u1359944445681168384,bot
u1391790171973033997,bot
u3006068794,bot
u1469604430446137344,bot
u1051949715506499584,bot
u1189529561467424768,bot
u3152477810,bot
u1482893911953907712,bot
u857957614034059264,bot
u1319280455489744898,bot
u1306384641150992384,bot
u1608383834,bot
u1093057027557941249,bot
u925670903832182786,bot
u223526009,bot
u1340377380385214465,bot
u158939130,bot
u79042180,bot
u1192624441101967360,bot
u1478821353243480069,bot
u754891923127611393,bot
u1105338724374728705,bot
u1241259045073367040,bot
u1275560189559619585,bot
u1472540695277809668,bot
u490640661,bot
u1175958294827098113,bot
u805099602,bot
u1342628022399225862,bot
u1006811794172674048,bot
u1237710964587483139,bot
u1842926108,bot
u1257698009208565760,bot
u1335887234139041796,bot
u56406333,bot
u726419781574885377,bot
u1093979313949605893,bot
u106058308,bot
u1415133443965521928,bot
u1405970932254928899,bot
u1482860853301248002,bot
u1271029300595232769,bot
u853082356978130944,bot
u180294761,bot
u4843948528,bot
u2287356176,bot
u1413416448249237507,bot
u29936649,bot
u1441012594991681538,bot
u1388744205992927238,bot
u1093958672,bot
u1354485172356395011,bot
u1342901729604624384,bot
u999367094,bot
u40336528,bot
u1422250815956262924,bot
u18611591,bot
u709705023605895169,bot
u306609403,bot
u93925914,bot
u807549204914667520,bot
u55121988,bot
u117210373,bot
u502416780,bot
u1322046969393549312,bot
u931267967559585793,bot
u1126687608774381571,bot
u15146062,bot
u928591052541517824,bot
u3098162165,bot
u1359091503780552713,bot
u1464109332598083587,bot
u66473814,bot
u244923280,bot
u594539197,bot
u1378223731902967809,bot
u1394635504122011648,bot
u238673331,bot
u104640447,bot
u1363913583369871363,bot
u550261619,bot
u4863031389,bot
u937733703911972864,bot
u41353765,bot
u3742460654,bot
u704657222727540738,bot
u479494004,bot
u879124379451351041,bot
u811948282427621376,bot
u1386640635134832646,bot
u1458337706791301121,bot
u1342905753133342723,bot
u1458585625,bot
u1344724746164961281,bot
u1096747619223777281,bot
u1032124901291905024,bot
u1050323074632097797,bot
u1475173752635748352,bot
u1363626769,bot
u971573194288259072,bot
u1474779569228025859,bot
u884423533899763712,bot
u14158301,bot
u1482765159693451264,bot
u1069767230353661952,bot
u1023927353293070336,bot
u1648322426,bot
u981865190416420865,bot
u870576101109768192,bot
u1225576247008219136,bot
u1488409157623558144,bot
u1014957733320318976,bot
u261865763,bot
u626460126,bot
u929330480,bot
u1279752370587566083,bot
u632951262,bot
u175993490,bot
u3911388029,bot
u50318402,bot
u1335127381896531968,bot
u1258168996572135430,bot
u413258049,bot
u1329530021439021058,bot
u1079238750293639168,bot
u1488508757617553410,bot
u946076082192683008,bot
u119768786,bot
u1481591373581402113,bot
u1456214541746855947,bot
u2807660289,bot
u1156665460856893442,bot
u1153238987403878400,bot
u99107259,bot
u1240285160962048003,bot
u1257516320003784704,bot
u1275661601195151361,bot
u98369136,bot
u1158096515753103360,bot
u331819849,bot
u2218639931,bot
u14196058,bot
u180752128,bot
u1249094493145452544,bot
u1037629948129959937,bot
u1312765923598708737,bot
u1372082784269971456,bot
u1477310889523044352,bot
u2600943020,bot
u557424724,bot
u4542801089,bot
u2786353923,bot
u163039131,bot
u49846519,bot
u1480455370233421824,bot
u1435613462579851264,bot
u3012909315,bot
u426795049,bot
u1349811159491293188,bot
u1033034329499336712,bot
u1483417041407250433,bot
u283292650,bot
u37445241,bot
u249481149,bot
u1583273815,bot
u1369331193867497473,bot
u1087656770040786944,bot
u1145398363078234115,bot
u1434677772002136064,bot
u2472252584,bot
u128691460,bot
u2773662817,bot
u1226952233310396417,bot
u1463252434361335808,bot
u3860269577,bot
u32327154,bot
u1448004722191970304,bot
u783575983408513024,bot
u2889152297,bot
u754479301718843392,bot
u826108735827345410,bot
u1219646070688489472,bot
u1418973172918063114,bot
u2719650549,bot
u968190473625112577,bot
u46196418,bot
u1477473248950501381,bot
u3188723094,bot
u1438138041307176963,bot
u17204519,bot
u187837457,bot
u1284513088146821121,bot
u1202929028858028033,bot
u1383471256759013377,bot
u1483897394529853440,bot
u1392782767151255554,bot
u849998347720990720,bot
u3052798810,bot
u1164036348770050049,bot
u1366242142880997378,bot
u3280763528,bot
u1464548062077071364,bot
u2591690364,bot
u842422714677764096,bot
u1460272005983387650,bot
u1446100686169690115,bot
u924951203649273856,bot
u123896404,bot
u61247161,bot
u80698491,bot
u827931545721675776,bot
u1454059541029691393,bot
u1235320800980410372,bot
u721780141219647488,bot
u1255234627242995715,bot
u1436348401902366720,bot
u3953717129,bot
u1411541131347873794,bot
u1236744154736140289,bot
u1205627969475137541,bot
u1484484356236357632,bot
u1494045430195306506,bot
u388891743,bot
u60342794,bot
u1369666304819535884,bot
u1248919792603598849,bot
u808051702591012864,bot
u1161252108886298626,bot
u2182493598,bot
u864856377339990016,bot
u976539516436733952,bot
u1490841720166264832,bot
u1361683899076780033,bot
u808483502417215488,bot
u4596260174,bot
u1403760298767663109,bot
u272773145,bot
u862096441178820608,bot
u3902889327,bot
u563251669,bot
u158784526,bot
u3447877814,bot
u925328885792653312,bot
u220902580,bot
u937721982463832069,bot
u154484865,bot
u781584454884159488,bot
u1362669313912619010,bot
u1904237845,bot
u1653197726,bot
u923645233341984768,bot
u1157255447566376960,bot
u1240351778417278976,bot
u1338143483903815685,bot
u1388334410403966976,bot
u363443091,bot
u1482960439873085441,bot
u402225369,bot
u219495268,bot
u1294469500784349184,bot
u971535798351806467,bot
u77650995,bot
u1444344487875022849,bot
u1284463004843638786,bot
u1443553323252998144,bot
u17802092,bot
u595153002,bot
u2925747669,bot
u1252998246462558212,bot
u874028069023043589,bot
u3087685677,bot
u241413115,bot
u28085568,bot
u4825481213,bot
u1442516781105512450,bot
u193227988,bot
u2252291763,bot
u1024624852571844608,bot
u3322912486,bot
u986283777335808000,bot
u928655606118076417,bot
u801633828,bot
u1374376888664162307,bot
u1357739878117765123,bot
u1460965856196775945,bot
u18543360,bot
u1469140632232935426,bot
u1140331394,bot
u918968935239655425,bot
u4097386216,bot
u1310710407837949953,bot
u892647651732103168,bot
u1459558561177128965,bot
u1479166247443079168,bot
u3240385912,bot
u4615806555,bot
u1492787693234704386,bot
u1336109653533609986,bot
u1457730836334186497,bot
u898394188831576065,bot
u1074926153012514817,bot
u1120779913617903617,bot
u60957598,bot
u47278244,bot
u798181519109955585,bot
u75975034,bot
u1254858001,bot
u1614464011,bot
u1441053787519586304,bot
u589379989,bot
u771030124422696960,bot
u1289167587721359362,bot
u1097923526466519040,bot
u470606934,bot
u857552677470908416,bot
u1082142805495971840,bot
u864775893838954496,bot
u744542394058694658,bot
u1628951042,bot
u1126397440242749440,bot
u1234502792980652033,bot
u626315370,bot
u1480692351974711300,bot
u158604776,bot
u1484606715119419392,bot
u551182740,bot
u4731316813,bot
u588191104,bot
u1336610836450746370,bot
u448513416,bot
u3032082945,bot
u1669829090,bot
u1415340487741935620,bot
u95471897,bot
u303101633,bot
u255922524,bot
u1272233905022734340,bot
u1428680258,bot
u1329080873044459520,bot
u400578917,bot
u713536486075932673,bot
u1402313665529802753,bot
u1443949493716590597,bot
u82479634,bot
u1119568273677406208,bot
u1453434915735818245,bot
u925341127049297920,bot
u1432610274226446341,bot
u1411417835155296256,bot
u2769253193,bot
u1279774026953621508,bot
u3861332363,bot
u882595842103721985,bot
u1259850818,bot
u715215516072153088,bot
u2678290878,bot
u834609484781723648,bot
u3736612100,bot
u712235001480237057,bot
u770306017498247170,bot
u735872609691258880,bot
u753057780383166464,bot
u2905437920,bot
u382143060,bot
u1263512772559675393,bot
u939355506036170753,bot
u1293569959532982275,bot
u18028618,bot
u2615853902,bot
u1424822953775026176,bot
u1236683694993297414,bot
u1422701631431352325,bot
u1253726294233059328,bot
u811035478514405376,bot
u146660654,bot
u1495092248563929088,bot
u1408309359927431168,bot
u987086862,bot
u1368628958003085314,bot
u1337173505381634049,bot
u1214224891416678401,bot
u1295573064088944641,bot
u1267117381278666754,bot
u16519650,bot
u576152280,bot
u2848235693,bot
u39249110,bot
u1004126803995181057,bot
u2148914500,bot
u30448409,bot
u1241795449809293312,bot
u1169798753282400258,bot
u1453509919135633410,bot
u1321595551989850115,bot
u1320412692671324164,bot
u2507735414,bot
u1333231678672801792,bot
u609580280,bot
u1216937466675875841,bot
u2355257965,bot
u1326845758981763072,bot
u1934844716,bot
u159766141,bot
u1201570994437206018,bot
u835956893747118080,bot
u1176426744653459456,bot
u2847665497,bot
u459176784,bot
u1183366433297883137,bot
u1103394547265138694,bot
u390328256,bot
u106242104,bot
u1387871978644725760,bot
u1453130124845535247,bot
u2244162797,bot
u3131376376,bot
u401287438,bot
u1418951819477372937,bot
u2587079072,bot
u769225825300443137,bot
u94732055,bot
u1386826043860955136,bot
u55242649,bot
u703349000737435648,bot
u54632607,bot
u577979075,bot
u88027098,bot
u3431897752,bot
u410522485,bot
u431892970,bot
u806554362919030784,bot
u4433557275,bot
u1074722424107790336,bot
u167849321,bot
u1326810310674583554,bot
u241994654,bot
u59203887,bot
u56971393,bot
u388885781,bot
u1154118107541180422,bot
u2686761109,bot
u373235027,bot
u484226924,bot
u48336179,bot
u1442184017822945283,bot
u220392214,bot
u1251100820185194497,bot
u3192737971,bot
u1304878604703199232,bot
u2268314624,bot
u1281695636,bot
u3098354966,bot
u2364368040,bot
u984864177738207232,bot
u963086548966215681,bot
u816175307132698624,bot
u1025832234912296961,bot
u20645479,bot
u2476901377,bot
u1443037504903417864,bot
u28756315,bot
u1222203203044794370,bot
u1595924352,bot
u868459543,bot
u1390869958628823041,bot
u1708464528,bot
u979571577581785088,bot
u2806966400,bot
u1432162449327788041,bot
u1399943144,bot
u40883961,bot
u1298046179700162560,bot
u1424833375,bot
u1335966407322898437,bot
u1453524998287605764,bot
u2400027469,bot
u840599781957226497,bot
u1361198467553529858,bot
u844002284136742912,bot
u1359714394633027585,bot
u409693269,bot
u1312030395463094273,bot
u1211847409065590784,bot
u1428214442,bot
u2537814394,bot
u1436706128566620173,bot
u2331795757,bot
u973892547650125824,bot
u1029421182108528640,bot
u794587065329520640,bot
u1173223779348205570,bot
u64376355,bot
u859058607094157313,bot
u941165149393526784,bot
u1170332161104326656,bot
u2427392464,bot
u258731087,bot
u2960488058,bot
u29081571,bot
u1474203234185138181,bot
u1469221221631995905,bot
u911413167145791488,bot
u1374462460111949826,bot
u221638815,bot
u381852035,bot
u3025942030,bot
u1117504427718582272,bot
u1301942561960009732,bot
u4884316995,bot
u1084843248,bot
u3306688947,bot
u1289912961742512132,bot
u27120487,bot
u1242351521477656577,bot
u1452713710993170438,bot
u1102170332704722949,bot
u710212754821550080,bot
u939003758398210049,bot
u1489826520654823424,bot
u57631751,bot
u314352635,bot
u288984709,bot
u3256715028,bot
u1422257215537176579,bot
u3400698239,bot
u508990946,bot
u1328742661902233601,bot
u3289388736,bot
u2473050084,bot
u1425960643945979904,bot
u1322289804441169920,bot
u927662736,bot
u718915346774769664,bot
u761149951829241856,bot
u262251345,bot
u31193530,bot
u856584021358280704,bot
u1369753683123073024,bot
u537453136,bot
u1488507996179214340,bot
u1456211018410086405,bot
u1456592227963064322,bot
u1462642728039182337,bot
u1440607827702149122,bot
u2342386916,bot
u1314949099284770818,bot
u1427749858505547787,bot
u914915232966901760,bot
u18921004,bot
u1484142835695857668,bot
u1478455817766686727,bot
u967096694,bot
u1126405273877270528,bot
u4075161765,bot
u308687734,bot
u852932962240741376,bot
u414651410,bot
u1372846777796333569,bot
u750931618001453056,bot
u3168785813,bot
